Zip Code ,Population ,Case Count - Cumulative,Case Count - Last 30 Days ,Case Count - Last 14 Days ,Case Count Per 100K - Cumulative,Case Count Per 100K - Last 30 Days,Case Count Per 100K - Last 14 Days
45301,130,13,N/A,N/A,"10,000.00",N/A,N/A
45302,"4,172",395,38,10,"9,467.90",910.8,239.7
45303,"2,724",230,25,N/A,"8,443.50",917.8,N/A
45304,"7,084",642,63,23,"9,062.70",889.3,324.7
45305,"11,161",941,167,28,"8,431.10","1,496.30",250.9
45306,"2,370",190,13,N/A,"8,016.90",548.5,N/A
45307,330,14,N/A,N/A,"4,242.40",N/A,N/A
45308,"4,139",349,34,16,"8,432.00",821.5,386.6
45309,"12,439",979,70,21,"7,870.40",562.7,168.8
45310,270,28,N/A,N/A,"10,370.40",N/A,N/A
45311,"6,197",473,54,19,"7,632.70",871.4,306.6
45312,"1,277",100,7,N/A,"7,830.90",548.2,N/A
45314,"6,010",497,122,50,"8,269.60","2,030.00",831.90
45315,"4,066",472,29,7,"11,608.50",713.2,172.2
45316,108,N/A,N/A,N/A,N/A,N/A,N/A
45317,"1,226",70,N/A,N/A,"5,709.60",N/A,N/A
45318,"5,638",451,40,15,"7,999.30",709.5,266.1
45319,378,26,N/A,N/A,"6,878.30",N/A,N/A
45320,"14,982","1,328",139,40,"8,864.00",927.80,267
45321,851,78,5,N/A,"9,165.70",587.5,N/A
45322,"21,282","1,955",183,58,"9,186.20",859.9,272.5
45323,"4,973",443,77,27,"8,908.10","1,548.40",542.9
45324,"41,029","3,255",405,99,"7,933.40",987.10,241.3
45325,"2,266",230,28,N/A,"10,150.00","1,235.70",N/A
45326,"1,066",75,6,N/A,"7,035.60",562.9,N/A
45327,"9,356",964,104,32,"10,303.50","1,111.60",342
45328,564,42,5,N/A,"7,446.80",886.5,N/A
45330,846,94,10,N/A,"11,111.10","1,182.00",N/A
45331,"22,041","2,307",204,45,"10,466.90",925.5,204.2
45332,825,53,8,N/A,"6,424.20",969.70,N/A
45333,"1,368",116,10,N/A,"8,479.50",731,N/A
45334,"2,117",183,17,9,"8,644.30",803,425.1
45335,"6,781",537,78,32,"7,919.20","1,150.30",471.9
45336,161,13,N/A,N/A,"8,074.50",N/A,N/A
45337,"1,918",106,12,N/A,"5,526.60",625.7,N/A
45338,"5,009",354,26,7,"7,067.30",519.1,139.7
45339,"1,385",101,17,N/A,"7,292.40","1,227.40",N/A
45340,688,50,N/A,N/A,"7,267.40",N/A,N/A
45341,"3,857",296,33,7,"7,674.40",855.6,181.5
45342,"36,659","3,509",363,114,"9,572.00",990.20,311
45344,"16,104","1,383",174,42,"8,587.90","1,080.50",260.8
45345,"6,458",550,49,14,"8,516.60",758.7,216.8
45346,"1,938",172,20,5,"8,875.10","1,032.00",258
45347,"4,479",394,39,16,"8,796.60",870.7,357.2
45348,"1,026",92,6,5,"8,966.90",584.8,487.3
45349,380,17,N/A,N/A,"4,473.70",N/A,N/A
45350,106,18,N/A,N/A,"16,981.10",N/A,N/A
45351,212,19,N/A,N/A,"8,962.30",N/A,N/A
45352,242,19,N/A,N/A,"7,851.20",N/A,N/A
45353,142,7,N/A,N/A,"4,929.60",N/A,N/A
45354,456,32,N/A,N/A,"7,017.50",N/A,N/A
45356,"25,209","2,219",263,60,"8,802.40","1,043.30",238
45358,348,28,N/A,N/A,"8,046.00",N/A,N/A
45359,"1,938",203,16,6,"10,474.70",825.6,309.6
45360,453,21,N/A,N/A,"4,635.80",N/A,N/A
45361,328,7,N/A,N/A,"2,134.10",N/A,N/A
45362,"1,141",83,10,N/A,"7,274.30",876.4,N/A
45363,"1,698",183,9,N/A,"10,777.40",530,N/A
45365,"30,232","2,696",204,51,"8,917.70",674.8,168.7
45368,"4,907",363,48,10,"7,397.60",978.20,203.8
45369,"3,492",314,40,7,"8,992.00","1,145.50",200.5
45370,"2,479",161,17,8,"6,494.60",685.8,322.7
45371,"19,867","2,303",233,58,"11,592.10","1,172.80",291.9
45372,319,22,N/A,N/A,"6,896.60",N/A,N/A
45373,"35,989","3,625",388,93,"10,072.50","1,078.10",258.4
45377,"15,280","1,416",148,31,"9,267.00",968.60,202.9
45378,362,29,N/A,N/A,"8,011.00",N/A,N/A
45380,"5,385",537,49,18,"9,972.10",909.9,334.3
45381,"5,430",424,43,14,"7,808.50",791.9,257.8
45382,"1,287",90,12,N/A,"6,993.00",932.4,N/A
45383,"6,912",542,67,15,"7,841.40",969.3,217
45384,"2,053",70,N/A,N/A,"3,409.60",N/A,N/A
45385,"38,635","3,182",433,134,"8,236.10","1,120.70",346.8
45387,"5,456",245,31,7,"4,490.50",568.2,128.3
45388,853,61,5,N/A,"7,151.20",586.2,N/A
45389,478,27,N/A,N/A,"5,648.50",N/A,N/A
45390,"3,288",305,14,N/A,"9,276.20",425.8,N/A
45402,"10,053",840,106,23,"8,355.70","1,054.40",228.8
45403,"14,159",880,91,22,"6,215.10",642.7,155.4
45404,"10,809",769,78,12,"7,114.40",721.6,111
45405,"16,845","1,245",105,36,"7,390.90",623.3,213.7
45406,"19,432","1,594",195,44,"8,203.00","1,003.50",226.4
45409,"15,593","1,073",91,40,"6,881.30",583.6,256.5
45410,"16,079",997,123,34,"6,200.60",765,211.5
45414,"20,403","1,692",188,50,"8,292.90",921.4,245.1
45415,"13,519","1,190",114,26,"8,802.40",843.3,192.3
45416,"6,139",584,56,13,"9,512.90",912.2,211.8
45417,"29,332","2,196",207,63,"7,486.70",705.7,214.8
45418,"1,871",N/A,N/A,N/A,N/A,N/A,N/A
45419,"15,097","1,224",150,45,"8,107.60",993.60,298.1
45420,"25,145","1,930",252,77,"7,675.50","1,002.20",306.2
45424,"50,804","4,425",483,144,"8,709.90",950.70,283.4
45426,"15,730","1,361",114,34,"8,652.30",724.7,216.1
45428,335,46,N/A,N/A,"13,731.30",N/A,N/A
45429,"25,740","1,911",226,61,"7,424.20",878,237
45430,"7,289",660,86,36,"9,054.70","1,179.90",493.9
45431,"28,084","1,896",253,74,"6,751.20",900.9,263.5
45432,"14,818","1,280",158,44,"8,638.10","1,066.30",296.9
45433,"2,734",129,21,N/A,"4,718.40",768.1,N/A
45434,"12,256","1,067",166,60,"8,705.90","1,354.40",489.6
45439,"10,185","1,068",138,25,"10,486.00","1,354.90",245.5
45440,"20,633","1,893",227,74,"9,174.60","1,100.20",358.6
45449,"17,914","1,829",191,61,"10,209.90","1,066.20",340.5
45458,"32,068","2,977",352,94,"9,283.40","1,097.70",293.1
45459,"26,979","2,435",288,70,"9,025.50","1,067.50",259.5
45502,"15,779","1,433",153,32,"9,081.70",969.60,202.8
45503,"32,363","3,081",290,65,"9,520.10",896.1,200.8
45504,"17,639","1,432",132,24,"8,118.40",748.3,136.1
45505,"19,919","1,541",161,40,"7,736.30",808.3,200.8
45506,"13,868","1,116",140,32,"8,047.30","1,009.50",230.7
45601,"56,753","4,498",494,122,"7,925.60",870.4,215
45612,"4,793",296,39,10,"6,175.70",813.7,208.6
45613,"2,734",248,25,7,"9,071.00",914.40,256
45614,"4,825",430,36,7,"8,911.90",746.1,145.1
45616,"1,461",72,15,N/A,"4,928.10","1,026.70",N/A
45617,279,N/A,N/A,N/A,N/A,N/A,N/A
45618,13,N/A,N/A,N/A,N/A,N/A,N/A
45619,"7,585",584,84,20,"7,699.40","1,107.40",263.7
45620,955,47,10,N/A,"4,921.50","1,047.10",N/A
45621,309,24,N/A,N/A,"7,767.00",N/A,N/A
45622,138,18,N/A,N/A,"13,043.50",N/A,N/A
45623,"3,075",247,33,10,"8,032.50","1,073.20",325.2
45628,"5,082",399,54,14,"7,851.20","1,062.60",275.5
45629,"2,855",285,38,6,"9,982.50","1,331.00",210.2
45630,80,N/A,N/A,N/A,N/A,N/A,N/A
45631,"14,630","1,040",152,53,"7,108.70","1,039.00",362.3
45634,"1,926",152,17,N/A,"7,892.00",882.7,N/A
45636,120,N/A,N/A,N/A,N/A,N/A,N/A
45638,"21,715","1,943",263,57,"8,947.70","1,211.10",262.5
45640,"16,079","1,481",123,37,"9,210.80",765,230.1
45644,"4,679",302,41,13,"6,454.40",876.3,277.8
45645,"2,357",236,33,18,"10,012.70","1,400.10",763.7
45646,499,16,N/A,N/A,"3,206.40",N/A,N/A
45647,"2,579",159,18,5,"6,165.20",697.9,193.9
45648,"12,886",954,99,37,"7,403.40",768.3,287.1
45650,460,24,5,N/A,"5,217.40","1,087.00",N/A
45651,"6,019",329,40,11,"5,466.00",664.6,182.8
45652,"4,120",224,11,N/A,"5,436.90",267,N/A
45653,"3,782",312,28,7,"8,249.60",740.3,185.1
45654,"1,177",51,8,N/A,"4,333.10",679.7,N/A
45656,"6,364",470,46,13,"7,385.30",722.8,204.3
45657,"1,925",149,26,6,"7,740.30","1,350.60",311.7
45658,"2,989",149,10,N/A,"4,984.90",334.6,N/A
45659,"2,574",220,41,21,"8,547.00","1,592.90",815.9
45660,"7,246",522,95,26,"7,204.00","1,311.10",358.8
45661,"6,956",659,156,45,"9,473.80","2,242.70",646.9
45662,"30,289","2,053",185,46,"6,778.00",610.8,151.9
45663,"6,162",425,35,8,"6,897.10",568,129.8
45669,"10,040",813,135,37,"8,097.60","1,344.60",368.5
45671,274,40,N/A,N/A,"14,598.50",N/A,N/A
45672,"1,527",127,12,N/A,"8,317.00",785.9,N/A
45673,367,41,7,N/A,"11,171.70","1,907.40",N/A
45674,651,55,5,N/A,"8,448.50",768,N/A
45678,"1,086",77,13,5,"7,090.20","1,197.10",460.4
45679,"2,830",246,41,9,"8,692.60","1,448.80",318
45680,"12,977","1,021",162,34,"7,867.80","1,248.40",262
45681,"1,670",97,20,N/A,"5,808.40","1,197.60",N/A
45682,"2,090",127,14,N/A,"6,076.60",669.9,N/A
45684,"2,093",114,11,N/A,"5,446.70",525.6,N/A
45685,"1,120",95,6,N/A,"8,482.10",535.7,N/A
45686,"3,699",175,23,10,"4,731.00",621.8,270.3
45688,608,32,N/A,N/A,"5,263.20",N/A,N/A
45690,"15,599","1,008",188,48,"6,462.00","1,205.20",307.7
45692,"8,731",699,91,27,"8,006.00","1,042.30",309.2
45693,"8,691",724,129,32,"8,330.50","1,484.30",368.2
45694,"11,618",981,116,32,"8,443.80",998.50,275.4
45695,657,43,6,N/A,"6,544.90",913.2,N/A
45696,"1,595",75,16,6,"4,702.20","1,003.10",376.2
45697,"4,759",355,69,15,"7,459.60","1,449.90",315.2
45698,305,8,N/A,N/A,"2,623.00",N/A,N/A
45701,"35,704","2,493",461,176,"6,982.40","1,291.20",492.9
45710,"5,222",324,53,11,"6,204.50","1,014.90",210.6
45711,"1,232",43,7,N/A,"3,490.30",568.2,N/A
45714,"9,388",682,150,41,"7,264.60","1,597.80",436.7
45715,"2,440",198,26,N/A,"8,114.80","1,065.60",N/A
45716,474,52,6,N/A,"10,970.50","1,265.80",N/A
45719,"1,019",45,10,N/A,"4,416.10",981.40,N/A
45721,34,N/A,N/A,N/A,N/A,N/A,N/A
45723,"3,481",193,33,8,"5,544.40",948.00,229.8
45724,"2,113",96,22,6,"4,543.30","1,041.20",284
45727,401,21,N/A,N/A,"5,236.90",N/A,N/A
45729,"1,351",100,8,N/A,"7,401.90",592.2,N/A
45732,"4,438",325,32,10,"7,323.10",721,225.3
45734,466,25,N/A,N/A,"5,364.80",N/A,N/A
45735,"1,562",87,21,9,"5,569.80","1,344.40",576.2
45740,383,26,N/A,N/A,"6,788.50",N/A,N/A
45741,662,43,6,N/A,"6,495.50",906.3,N/A
45742,"2,840",189,27,5,"6,654.90",950.70,176.1
45743,"1,864",68,8,N/A,"3,648.10",429.2,N/A
45744,"2,747",174,28,9,"6,334.20","1,019.30",327.6
45745,"1,618",84,8,N/A,"5,191.60",494.4,N/A
45746,415,25,5,N/A,"6,024.10","1,204.80",N/A
45750,"26,906","2,049",318,102,"7,615.40","1,181.90",379.1
45760,"3,823",232,31,12,"6,068.50",810.9,313.9
45761,"1,843",74,18,6,"4,015.20",976.7,325.6
45764,"9,418",533,63,9,"5,659.40",668.9,95.6
45766,"1,000",73,14,N/A,"7,300.00","1,400.00",N/A
45767,"2,489",126,16,6,"5,062.30",642.8,241.1
45768,"1,449",80,11,N/A,"5,521.00",759.1,N/A
45769,"7,058",333,87,37,"4,718.10","1,232.60",524.2
45770,596,13,N/A,N/A,"2,181.20",N/A,N/A
45771,"3,433",178,48,19,"5,185.00","1,398.20",553.5
45772,"1,623",78,17,N/A,"4,805.90","1,047.40",N/A
45773,70,N/A,N/A,N/A,N/A,N/A,N/A
45775,"1,159",85,10,N/A,"7,333.90",862.8,N/A
45776,786,34,7,N/A,"4,325.70",890.6,N/A
45778,821,43,8,N/A,"5,237.50",974.40,N/A
45779,753,47,10,6,"6,241.70","1,328.00",796.8
45780,"3,176",268,45,23,"8,438.30","1,416.90",724.2
45782,492,20,N/A,N/A,"4,065.00",N/A,N/A
45784,"3,402",192,26,6,"5,643.70",764.3,176.4
45786,"3,617",232,36,5,"6,414.20",995.30,138.2
45787,63,N/A,N/A,N/A,N/A,N/A,N/A
45788,"1,298",85,14,7,"6,548.50","1,078.60",539.3
45789,150,16,7,5,"10,666.70","4,666.70","3,333.30"
45801,"22,688","2,157",204,48,"9,507.20",899.2,211.6
45804,"15,665","1,363",131,31,"8,700.90",836.3,197.9
45805,"23,285","2,405",260,50,"10,328.50","1,116.60",214.7
45806,"10,608","1,103",97,23,"10,397.80",914.4,216.8
45807,"12,407","1,265",135,25,"10,195.90","1,088.10",201.5
45808,363,13,N/A,N/A,"3,581.30",N/A,N/A
45809,163,11,N/A,N/A,"6,748.50",N/A,N/A
45810,"8,230",637,94,32,"7,740.00","1,142.20",388.8
45812,"1,973",172,19,8,"8,717.70",963,405.5
45813,"3,616",292,40,6,"8,075.20","1,106.20",165.9
45814,"3,212",247,13,5,"7,689.90",404.7,155.7
45816,330,17,7,N/A,"5,151.50","2,121.20",N/A
45817,"6,892",559,38,10,"8,110.90",551.4,145.1
45819,265,13,N/A,N/A,"4,905.70",N/A,N/A
45820,488,48,5,N/A,"9,836.10","1,024.60",N/A
45821,"1,186",105,9,N/A,"8,853.30",758.90,N/A
45822,"18,714","2,135",146,43,"11,408.60",780.2,229.8
45826,484,29,N/A,N/A,"5,991.70",N/A,N/A
45827,"2,050",227,20,5,"11,073.20",975.60,243.9
45828,"6,248",745,49,14,"11,923.80",784.3,224.1
45830,"5,796",554,59,9,"9,558.30","1,017.90",155.3
45831,"3,269",310,28,N/A,"9,483.00",856.5,N/A
45832,"2,923",217,29,13,"7,423.90",992.1,444.7
45833,"10,605","1,210",86,24,"11,409.70",810.9,226.3
45835,519,30,11,N/A,"5,780.30","2,119.50",N/A
45836,"1,344",110,14,5,"8,184.50","1,041.70",372
45838,66,N/A,N/A,N/A,N/A,N/A,N/A
45840,"55,820","4,330",373,130,"7,757.10",668.2,232.9
45841,818,82,8,N/A,"10,024.40",978.00,N/A
45843,"4,117",242,26,10,"5,878.10",631.5,242.9
45844,"3,172",350,24,10,"11,034.00",756.6,315.3
45845,"2,871",259,12,N/A,"9,021.20",418,N/A
45846,"4,297",435,11,N/A,"10,123.30",256,N/A
45849,"1,084",99,8,N/A,"9,132.80",738,N/A
45850,"3,419",333,36,8,"9,739.70","1,052.90",234
45851,746,43,N/A,N/A,"5,764.10",N/A,N/A
45853,"1,264",257,33,N/A,"20,332.30","2,610.80",N/A
45854,459,43,9,N/A,"9,368.20","1,960.80",N/A
45855,154,20,N/A,N/A,"12,987.00",N/A,N/A
45856,"5,211",534,22,8,"10,247.60",422.2,153.5
45858,"2,880",217,13,N/A,"7,534.70",451.4,N/A
45859,508,28,N/A,N/A,"5,511.80",N/A,N/A
45860,"2,314",231,7,N/A,"9,982.70",302.5,N/A
45861,207,6,N/A,N/A,"2,898.60",N/A,N/A
45862,"1,524",104,12,N/A,"6,824.10",787.4,N/A
45863,"1,279",95,N/A,N/A,"7,427.70",N/A,N/A
45864,168,13,N/A,N/A,"7,738.10",N/A,N/A
45865,"4,905",538,19,5,"10,968.40",387.4,101.9
45866,142,19,N/A,N/A,"13,380.30",N/A,N/A
45867,"1,113",71,5,N/A,"6,379.20",449.2,N/A
45868,650,47,N/A,N/A,"7,230.80",N/A,N/A
45869,"4,811",455,26,8,"9,457.50",540.4,166.3
45870,246,8,N/A,N/A,"3,252.00",N/A,N/A
45871,"2,008",179,25,N/A,"8,914.30","1,245.00",N/A
45872,"4,106",354,27,7,"8,621.50",657.6,170.5
45873,"2,263",140,13,N/A,"6,186.50",574.5,N/A
45874,"2,534",134,7,N/A,"5,288.10",276.2,N/A
45875,"11,403","1,393",83,14,"12,216.10",727.9,122.8
45876,705,142,N/A,N/A,"20,141.80",N/A,N/A
45877,"2,148",172,12,N/A,"8,007.40",558.7,N/A
45879,"5,805",561,37,12,"9,664.10",637.4,206.7
45880,"2,690",191,20,11,"7,100.40",743.5,408.9
45881,"1,252",94,9,N/A,"7,508.00",718.8,N/A
45882,"2,875",343,29,6,"11,930.40","1,008.70",208.7
45883,"3,877",441,11,N/A,"11,374.80",283.7,N/A
45884,158,7,N/A,N/A,"4,430.40",N/A,N/A
45885,"12,741","1,266",107,50,"9,936.40",839.8,392.4
45886,502,42,7,N/A,"8,366.50","1,394.40",N/A
45887,"4,298",469,48,7,"10,912.10","1,116.80",162.9
45888,188,14,N/A,N/A,"7,446.80",N/A,N/A
45889,"1,634",114,16,N/A,"6,976.70",979.20,N/A
45890,488,39,N/A,N/A,"7,991.80",N/A,N/A
45891,"14,905","1,360",167,67,"9,124.50","1,120.40",449.5
45894,635,42,N/A,N/A,"6,614.20",N/A,N/A
45895,"17,930","1,655",151,52,"9,230.30",842.2,290
45896,"1,839",192,15,N/A,"10,440.50",815.7,N/A
45897,36,N/A,N/A,N/A,N/A,N/A,N/A
45898,873,77,N/A,N/A,"8,820.20",N/A,N/A
45899,110,21,N/A,N/A,"19,090.90",N/A,N/A
Unknown,,"10,216",920,276,,,
